תאריך,יום,שעה (עגולה),מספר קו,שם הקו,route_id,כיוון,אלטרנטיבה,חברה (agency_name),סוג מסלול (route_type),עיר מוצא,תחנת מוצא,עיר יעד,תחנת יעד,כמות תחנות,אורך מסלול (קמ),זמן יציאה מתוכנן,זמן הגעה מתוכנן,משך מתוכנן (דק),משך בפועל (דק),הפרש (דק),מהירות מתוכננת (קמש),מהירות בפועל (קמש),מזהה SIRI
05/01/2024,שישי,05:00,104,בי''ח שיב''א/שדרות אהרון קציר-רמת גן<->מסוף כרמלית/הורדה-תל אביב יפו-20,9793,2,0,דן,אוטובוס,רמת גן,בי''ח שיב''א/שדרות אהרון קציר,תל אביב יפו,מסוף כרמלית/הורדה,37,11.994,05:55:00,06:41:15,46,56,10,15.6,12.9,58614284
05/01/2024,שישי,05:00,69,ת. רכבת תל אביב- סבידור/רציפים A-תל אביב יפו<->בי''ח שיב''א/שדרות אהרון קציר-רמת גן-10,991,1,0,קווים,אוטובוס,תל אביב יפו,ת. רכבת תל אביב- סבידור/רציפים A,רמת גן,בי''ח שיב''א/שדרות אהרון קציר,34,12.415,05:55:00,06:28:59,34,52,18,21.9,14.3,58614287
05/01/2024,שישי,05:00,19,מסוף כרמלית/הכרמל-תל אביב יפו<->מסוף אבי האסירים-ראשון לציון-20,2342,2,0,דן,אוטובוס,תל אביב יפו,מסוף כרמלית/הכרמל,ראשון לציון,מסוף אבי האסירים,41,16.935,05:55:00,06:51:59,57,64,7,17.8,15.9,58614291
05/01/2024,שישי,05:00,17,מסוף כרמלית-תל אביב יפו<->מסוף וולפסון-חולון-10,2326,1,0,דן,אוטובוס,תל אביב יפו,מסוף כרמלית,חולון,מסוף וולפסון,21,6.236,05:50:00,06:14:21,24,5,-19,15.6,74.8,58614292
05/01/2024,שישי,05:00,25,מסוף אונברסיטת ת''א-תל אביב יפו<->חניון אגד/דן שומרון-חולון-10,2369,1,0,דן,אוטובוס,תל אביב יפו,מסוף אונברסיטת ת''א,חולון,חניון אגד/דן שומרון,62,20.05,05:50:00,06:58:59,69,69,0,17.4,17.4,58614293
05/01/2024,שישי,05:00,289,חניון תמנע-חולון<->ת. רכבת אוניברסיטה/הורדה-תל אביב יפו-20,9824,2,0,דן,אוטובוס,חולון,חניון תמנע,תל אביב יפו,ת. רכבת אוניברסיטה/הורדה,54,20.539,05:50:00,06:57:43,68,86,18,18.1,14.3,58614297
05/01/2024,שישי,05:00,142,מסוף עתידים-תל אביב יפו<->מסוף בית העלמין/הורדה-בת ים-10,9802,1,0,דן,אוטובוס,תל אביב יפו,מסוף עתידים,בת ים,מסוף בית העלמין/הורדה,54,18.168,05:55:00,06:54:36,60,77,17,18.2,14.2,58614298
05/01/2024,שישי,05:00,172,חניון תמנע-חולון<->מסוף רדינג/הורדה-תל אביב יפו-20,9809,2,0,דן,אוטובוס,חולון,חניון תמנע,תל אביב יפו,מסוף רדינג/הורדה,55,16.963,05:55:00,06:55:11,60,78,18,17.0,13.0,58614299
05/01/2024,שישי,05:00,71,מסוף קניון הזהב-ראשון לציון<->קריית חינוך-תל אביב יפו-2#,9847,2,#,אגד,אוטובוס,ראשון לציון,מסוף קניון הזהב,תל אביב יפו,קריית חינוך,45,19.688,05:55:00,06:50:59,56,67,11,21.1,17.6,58614300
05/01/2024,שישי,05:00,173,ת. רכבת תל אביב- סבידור/רציפים A-תל אביב יפו<->ת. מרכזית ראשל''צ-ראשון לציון-2#,9875,2,#,אגד,אוטובוס,תל אביב יפו,ת. רכבת תל אביב- סבידור/רציפים A,ראשון לציון,ת. מרכזית ראשל''צ,40,18.938,05:55:00,06:46:16,51,57,6,22.3,19.9,58614301
05/01/2024,שישי,05:00,53,ת.מרכזית תל אביב קומה 7/רציפים-תל אביב יפו<->קהילות יעקב/רבי יוסף צבי רימון-בני ברק-10,25957,1,0,דן,אוטובוס,תל אביב יפו,ת.מרכזית תל אביב קומה 7/רציפים,בני ברק,קהילות יעקב/רבי יוסף צבי רימון,27,9.604,05:55:00,06:27:59,33,51,18,17.5,11.3,58614302
05/01/2024,שישי,05:00,8,מסוף אונברסיטת ת''א-תל אביב יפו<->מסוף הטייסים-תל אביב יפו-10,16076,1,0,דן,אוטובוס,תל אביב יפו,מסוף אונברסיטת ת''א,תל אביב יפו,מסוף הטייסים,42,13.57,05:55:00,06:44:59,50,68,18,16.3,12.0,58614306
05/01/2024,שישי,05:00,13,בית ברבור/דרך ההגנה-תל אביב יפו<->מסוף וולפסון-חולון-1#,36503,1,#,מטרופולין,אוטובוס,תל אביב יפו,בית ברבור/דרך ההגנה,חולון,מסוף וולפסון,47,13.154,05:50:00,06:39:51,50,52,2,15.8,15.2,58614309
05/01/2024,שישי,05:00,531,לב הפארק/וייצמן-רעננה<->ת. רכבת תל אביב - סבידור/הורדה-תל אביב יפו-1#,5224,1,#,מטרופולין,אוטובוס,רעננה,לב הפארק/וייצמן,תל אביב יפו,ת. רכבת תל אביב - סבידור/הורדה,42,17.525,05:50:00,06:45:59,56,64,8,18.8,16.4,58614318
05/01/2024,שישי,05:00,47,מסוף רעננה/הפנינה-רעננה<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,7699,1,#,מטרופולין,אוטובוס,רעננה,מסוף רעננה/הפנינה,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,42,20.613,05:55:00,06:58:59,64,74,10,19.3,16.7,58614330
05/01/2024,שישי,05:00,267,מסוף עמידר-רמת גן<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-21,26618,2,1,דן,אוטובוס,רמת גן,מסוף עמידר,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,24,7.282,05:55:00,06:23:48,29,39,10,15.1,11.2,58614331
05/01/2024,שישי,05:00,411,שד.יהודה בן זאב/דוד רזיאל-בית שמש<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-10,15525,1,0,בית שמש אקספרס,אוטובוס,בית שמש,שד.יהודה בן זאב/דוד רזיאל,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,57,51.751,05:55:00,07:07:56,73,78,5,42.5,39.8,58614365
05/01/2024,שישי,05:00,7,ת. רכבת אוניברסיטה/איסוף-תל אביב יפו<->מסוף וולפסון-חולון-10,2275,1,0,דן,אוטובוס,תל אביב יפו,ת. רכבת אוניברסיטה/איסוף,חולון,מסוף וולפסון,53,16.716,05:55:00,06:48:59,54,68,14,18.6,14.7,58614369
05/01/2024,שישי,05:00,5,ת. רכבת תל אביב סבידור/על פרשת דרכים-תל אביב יפו<->מסוף הלוחמים/משרד הרישוי-תל אביב יפו-10,2259,1,0,דן,אוטובוס,תל אביב יפו,ת. רכבת תל אביב סבידור/על פרשת דרכים,תל אביב יפו,מסוף הלוחמים/משרד הרישוי,35,10.959,05:54:00,06:39:04,45,66,21,14.6,10.0,58614370
05/01/2024,שישי,05:00,33,איצטדיון וינטר-רמת גן<->מסוף רדינג/הורדה-תל אביב יפו-20,9776,2,0,דן,אוטובוס,רמת גן,איצטדיון וינטר,תל אביב יפו,מסוף רדינג/הורדה,41,14.839,05:55:00,06:51:00,56,71,15,15.9,12.5,58614371
05/01/2024,שישי,05:00,163,ת. מרכזית רשל''צ/רציפים-ראשון לציון<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-2#,3314,2,#,אגד,אוטובוס,ראשון לציון,ת. מרכזית רשל''צ/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,37,17.928,05:55:00,06:43:16,48,52,4,22.4,20.7,58614386
05/01/2024,שישי,05:00,238,דרך מנחם בגין/קופת חולים-פתח תקווה<->מסוף כרמלית/הורדה-תל אביב יפו-10,17826,1,0,דן,אוטובוס,פתח תקווה,דרך מנחם בגין/קופת חולים,תל אביב יפו,מסוף כרמלית/הורדה,48,19.957,05:50:00,06:49:16,59,88,29,20.3,13.6,58614395
05/01/2024,שישי,05:00,61,מסוף עמידר-רמת גן<->מסוף כרמלית/הורדה-תל אביב יפו-20,2512,2,0,דן,אוטובוס,רמת גן,מסוף עמידר,תל אביב יפו,מסוף כרמלית/הורדה,35,11.29,05:56:00,06:35:59,40,56,16,16.9,12.1,58614408
05/01/2024,שישי,05:00,63,הכובשים/דניאל-תל אביב יפו<->מסוף אלוף שדה-רמת גן-10,2517,1,0,דן,אוטובוס,תל אביב יפו,הכובשים/דניאל,רמת גן,מסוף אלוף שדה,31,10.573,05:56:00,06:37:59,42,50,8,15.1,12.7,58614409
05/01/2024,שישי,05:00,142,מסוף בית העלמין/איסוף-בת ים<->מסוף עתידים-תל אביב יפו-20,9803,2,0,דן,אוטובוס,בת ים,מסוף בית העלמין/איסוף,תל אביב יפו,מסוף עתידים,56,18.498,05:56:00,06:56:59,61,81,20,18.2,13.7,58614414
05/01/2024,שישי,05:00,9,מסוף הטייסים-תל אביב יפו<->קריית חינוך-תל אביב יפו-20,2294,2,0,דן,אוטובוס,תל אביב יפו,מסוף הטייסים,תל אביב יפו,קריית חינוך,41,14.458,05:56:00,06:39:28,43,56,13,20.2,15.5,58614420
05/01/2024,שישי,05:00,194,ת. רכבת תל אביב- סבידור/רציפים A-תל אביב יפו<->ת. רכבת הראשונים-ראשון לציון-1#,37121,1,#,אגד,אוטובוס,תל אביב יפו,ת. רכבת תל אביב- סבידור/רציפים A,ראשון לציון,ת. רכבת הראשונים,27,21.257,05:57:00,06:42:59,46,51,5,27.7,25.0,58614439
05/01/2024,שישי,05:00,17,הרב שלמה גורן/מבטחים-גבעת שמואל<->מסוף עתידים-תל אביב יפו-20,18007,2,0,דן,אוטובוס,גבעת שמואל,הרב שלמה גורן/מבטחים,תל אביב יפו,מסוף עתידים,40,10.789,05:55:00,06:27:59,33,54,21,19.6,12.0,58614441
05/01/2024,שישי,05:00,10,מסוף אזורי חן-תל אביב יפו<->חניון אגד/דן שומרון-חולון-10,2296,1,0,דן,אוטובוס,תל אביב יפו,מסוף אזורי חן,חולון,חניון אגד/דן שומרון,57,20.631,05:57:00,07:02:09,65,82,17,19.0,15.1,58614443
05/01/2024,שישי,05:00,61,הכובשים/דניאל-תל אביב יפו<->מסוף עמידר-רמת גן-10,2510,1,0,דן,אוטובוס,תל אביב יפו,הכובשים/דניאל,רמת גן,מסוף עמידר,38,11.718,05:58:00,06:37:26,39,62,23,18.0,11.3,58614456
05/01/2024,שישי,05:00,44,מסוף עתידים-תל אביב יפו<->מסוף הלוחמים/משרד הרישוי-תל אביב יפו-10,25955,1,0,דן,אוטובוס,תל אביב יפו,מסוף עתידים,תל אביב יפו,מסוף הלוחמים/משרד הרישוי,52,19.102,05:55:00,06:54:59,60,79,19,19.1,14.5,58614459
05/01/2024,שישי,05:00,531,ת. רכבת תל אביב- סבידור/רציפים A-תל אביב יפו<->קרית הספורט/וייצמן-רעננה-2#,5226,2,#,מטרופולין,אוטובוס,תל אביב יפו,ת. רכבת תל אביב- סבידור/רציפים A,רעננה,קרית הספורט/וייצמן,41,17.484,05:58:00,06:52:59,55,67,12,19.1,15.7,58614462
05/01/2024,שישי,05:00,380,ת.מרכזית באר שבע/רציפים בינעירוני-באר שבע<->ת. רכבת תל אביב - סבידור/הורדה-תל אביב יפו-2#,8177,2,#,מטרופולין,אוטובוס,באר שבע,ת.מרכזית באר שבע/רציפים בינעירוני,תל אביב יפו,ת. רכבת תל אביב - סבידור/הורדה,4,93.392,05:54:00,07:15:40,82,84,2,68.3,66.7,58614492
05/01/2024,שישי,06:00,833,ת. רכבת תל אביב - סבידור/דרך נמיר-תל אביב יפו<->דליה/רותם-נוף הגליל-2#,16497,2,#,נסיעות ותיירות,אוטובוס,תל אביב יפו,ת. רכבת תל אביב - סבידור/דרך נמיר,נוף הגליל,דליה/רותם,30,99.672,06:00:00,07:58:59,119,103,-16,50.3,58.1,58614522
05/01/2024,שישי,06:00,300,ת. מרכזית אשקלון רציפים/בינעירוני-אשקלון<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-2#,7395,2,#,אגד,אוטובוס,אשקלון,ת. מרכזית אשקלון רציפים/בינעירוני,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,15,53.662,06:00:00,07:04:59,65,65,0,49.5,49.5,58614534
05/01/2024,שישי,06:00,63,מסוף אלוף שדה-רמת גן<->מסוף כרמלית/הורדה-תל אביב יפו-20,2519,2,0,דן,אוטובוס,רמת גן,מסוף אלוף שדה,תל אביב יפו,מסוף כרמלית/הורדה,33,11.318,06:00:00,06:40:59,41,56,15,16.6,12.1,58614547
05/01/2024,שישי,06:00,70,בי''ח שיב''א/שדרות אהרון קציר-רמת גן<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-20,2544,2,0,דן,אוטובוס,רמת גן,בי''ח שיב''א/שדרות אהרון קציר,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,22,10.91,06:00:00,06:26:36,27,34,7,24.2,19.3,58614550
05/01/2024,שישי,06:00,65,בי''ח שיב''א/שדרות אהרון קציר-רמת גן<->מסוף כרמלית/הורדה-תל אביב יפו-20,2528,2,0,דן,אוטובוס,רמת גן,בי''ח שיב''א/שדרות אהרון קציר,תל אביב יפו,מסוף כרמלית/הורדה,40,13.358,06:00:00,06:46:50,47,72,25,17.1,11.1,58614553
05/01/2024,שישי,06:00,66,ת. מרכזית פ''ת/רציפים-פתח תקווה<->מסוף כרמלית/הורדה-תל אביב יפו-10,2532,1,0,דן,אוטובוס,פתח תקווה,ת. מרכזית פ''ת/רציפים,תל אביב יפו,מסוף כרמלית/הורדה,42,15.464,06:00:00,06:49:06,49,61,12,18.9,15.2,58614554
05/01/2024,שישי,06:00,66,הכובשים/דניאל-תל אביב יפו<->ת. מרכזית פ''ת/הורדה-פתח תקווה-20,2533,2,0,דן,אוטובוס,תל אביב יפו,הכובשים/דניאל,פתח תקווה,ת. מרכזית פ''ת/הורדה,43,15.787,06:00:00,06:53:20,53,76,23,17.9,12.5,58614555
05/01/2024,שישי,06:00,301,ת. מרכזית אשקלון רציפים/בינעירוני-אשקלון<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-2#,7400,2,#,אגד,אוטובוס,אשקלון,ת. מרכזית אשקלון רציפים/בינעירוני,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,66,62.851,06:00:00,07:46:11,106,121,15,35.6,31.2,58614567
05/01/2024,שישי,06:00,12,קריית חינוך-תל אביב יפו<->מסוף עתידים-תל אביב יפו-2#,23398,2,#,מטרופולין,אוטובוס,תל אביב יפו,קריית חינוך,תל אביב יפו,מסוף עתידים,45,13.289,06:00:00,06:43:54,44,44,0,18.1,18.1,58614595
05/01/2024,שישי,06:00,64,מסוף כרמלית-תל אביב יפו<->הרב עובדיה יוסף/שלום צלח-פתח תקווה-21,23378,2,1,אלקטרה אפיקים,אוטובוס,תל אביב יפו,מסוף כרמלית,פתח תקווה,הרב עובדיה יוסף/שלום צלח,49,18.78,06:00:00,06:59:59,60,71,11,18.8,15.9,58614599
05/01/2024,שישי,06:00,31,מסוף כרמלית-תל אביב יפו<->יוסף לוי/הכובשים-תל אביב יפו-12,2417,1,2,דן,אוטובוס,תל אביב יפו,מסוף כרמלית,תל אביב יפו,יוסף לוי/הכובשים,62,22.25,06:00:00,07:23:59,84,107,23,15.9,12.5,58614611
05/01/2024,שישי,05:00,42,מסוף עתידים-תל אביב יפו<->ת.רק''ל הקוממיות/דרך בגין-בת ים-10,2454,1,0,דן,אוטובוס,תל אביב יפו,מסוף עתידים,בת ים,ת.רק''ל הקוממיות/דרך בגין,54,19.491,05:55:00,06:57:59,63,82,19,18.6,14.3,58614626
05/01/2024,שישי,06:00,42,ת.רק''ל הקוממיות/דרך בגין-בת ים<->מסוף עתידים-תל אביב יפו-20,2457,2,0,דן,אוטובוס,בת ים,ת.רק''ל הקוממיות/דרך בגין,תל אביב יפו,מסוף עתידים,51,19.392,06:00:00,07:06:59,67,83,16,17.4,14.0,58614627
05/01/2024,שישי,06:00,51,ת. מרכזית פ''ת/רציפים-פתח תקווה<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-10,2489,1,0,דן,אוטובוס,פתח תקווה,ת. מרכזית פ''ת/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,39,14.477,06:00:00,06:45:26,45,53,8,19.3,16.4,58614640
05/01/2024,שישי,06:00,49,מסוף רדינג/רציפים-תל אביב יפו<->בית ספר בית יעקב/דרך מנחם בגין-פתח תקווה-20,2484,2,0,אלקטרה אפיקים,אוטובוס,תל אביב יפו,מסוף רדינג/רציפים,פתח תקווה,בית ספר בית יעקב/דרך מנחם בגין,54,22.093,06:00:00,07:00:48,61,64,3,21.7,20.7,58614641
05/01/2024,שישי,06:00,846,ת. מרכזית צפת/רציפים-צפת<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-2#,7168,2,#,אגד,אוטובוס,צפת,ת. מרכזית צפת/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,58,148.33,06:00:00,08:49:59,170,188,18,52.4,47.3,58614661
05/01/2024,שישי,06:00,55,מסוף רדינג/רציפים-תל אביב יפו<->מסוף קרית אונו-קרית אונו-10,974,1,0,מטרופולין,אוטובוס,תל אביב יפו,מסוף רדינג/רציפים,קרית אונו,מסוף קרית אונו,53,17.077,06:00:00,06:57:08,57,68,11,18.0,15.1,58614666
05/01/2024,שישי,05:00,36,החרושת/מעלה המגדל-אור יהודה<->מסוף רדינג/הורדה-תל אביב יפו-20,963,2,0,קווים,אוטובוס,אור יהודה,החרושת/מעלה המגדל,תל אביב יפו,מסוף רדינג/הורדה,42,15.534,05:55:00,06:42:59,48,68,20,19.4,13.7,58614669
05/01/2024,שישי,06:00,909,ת. מרכזית נהריה/רציפים-נהריה<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-2נ,7188,2,נ,אגד,אוטובוס,נהריה,ת. מרכזית נהריה/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,19,111.945,06:00:00,08:08:13,128,31,-97,52.5,216.7,58614673
05/01/2024,שישי,06:00,909,ת.מרכזית תל אביב קומה 7/רציפים-תל אביב יפו<->ת. מרכזית נהריה/הורדה-נהריה-1#,7186,1,#,אגד,אוטובוס,תל אביב יפו,ת.מרכזית תל אביב קומה 7/רציפים,נהריה,ת. מרכזית נהריה/הורדה,13,112.003,06:00:00,08:04:59,125,131,6,53.8,51.3,58614674
05/01/2024,שישי,06:00,14,קאנטרי דקל-תל אביב יפו<->מסוף הלוחמים/משרד הרישוי-תל אביב יפו-10,2319,1,0,דן,אוטובוס,תל אביב יפו,קאנטרי דקל,תל אביב יפו,מסוף הלוחמים/משרד הרישוי,39,12.046,06:00:00,06:44:50,45,47,2,16.1,15.4,58614678
05/01/2024,שישי,06:00,23,מסוף כרמלית-תל אביב יפו<->מסוף כורזין-גבעתיים-10,2358,1,0,דן,אוטובוס,תל אביב יפו,מסוף כרמלית,גבעתיים,מסוף כורזין,26,7.488,06:00:00,06:33:40,34,37,3,13.2,12.1,58614681
05/01/2024,שישי,06:00,16,מסוף כרמלית-תל אביב יפו<->בי''ח שיב''א/שדרות אהרון קציר-רמת גן-10,2323,1,0,דן,אוטובוס,תל אביב יפו,מסוף כרמלית,רמת גן,בי''ח שיב''א/שדרות אהרון קציר,44,12.966,06:00:00,06:48:59,49,61,12,15.9,12.8,58614682
05/01/2024,שישי,06:00,18,ת.רכבת תל אביב - סבידור/רציפים C-תל אביב יפו<->מסוף בית העלמין/הורדה-בת ים-10,2328,1,0,דן,אוטובוס,תל אביב יפו,ת.רכבת תל אביב - סבידור/רציפים C,בת ים,מסוף בית העלמין/הורדה,44,13.55,06:00:00,06:44:40,45,59,14,18.1,13.8,58614684
05/01/2024,שישי,06:00,18,מסוף בית העלמין/איסוף-בת ים<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-20,2332,2,0,דן,אוטובוס,בת ים,מסוף בית העלמין/איסוף,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,42,13.175,06:00:00,06:45:56,46,62,16,17.2,12.8,58614685
05/01/2024,שישי,06:00,168,מסוף קרית אונו-קרית אונו<->מסוף כרמלית/הכרמל-תל אביב יפו-20,1030,2,0,מטרופולין,אוטובוס,קרית אונו,מסוף קרית אונו,תל אביב יפו,מסוף כרמלית/הכרמל,37,14.466,06:00:00,06:42:59,43,60,17,20.2,14.5,58614689
05/01/2024,שישי,06:00,236,החרושת/מעלה המגדל-אור יהודה<->מסוף כרמלית/הורדה-תל אביב יפו-20,1035,2,0,קווים,אוטובוס,אור יהודה,החרושת/מעלה המגדל,תל אביב יפו,מסוף כרמלית/הורדה,36,13.37,06:00:00,06:41:59,42,31,-11,19.1,25.9,58614691
05/01/2024,שישי,06:00,189,מסוף קריית שרת-חולון<->מסוף עתידים-תל אביב יפו-20,9813,2,0,דן,אוטובוס,חולון,מסוף קריית שרת,תל אביב יפו,מסוף עתידים,56,21.341,06:00:00,07:07:53,68,68,0,18.8,18.8,58614694
05/01/2024,שישי,06:00,126,מסוף אזורי חן-תל אביב יפו<->חניון אגד/דן שומרון-חולון-2#,9867,2,#,מטרופולין,אוטובוס,תל אביב יפו,מסוף אזורי חן,חולון,חניון אגד/דן שומרון,53,18.392,06:00:00,07:02:08,62,27,-35,17.8,40.9,58614706
05/01/2024,שישי,06:00,96,ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו<->אזור מר. שפינוזה/פלמח-אזור-2#,9860,2,#,אגד,אוטובוס,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,אזור,אזור מר. שפינוזה/פלמח,25,11.676,06:00:00,06:28:59,29,36,7,24.2,19.5,58614708
05/01/2024,שישי,06:00,26,חניון חולון/תחנת מוצא-חולון<->קריית חינוך-תל אביב יפו-1#,9842,1,#,מטרופולין,אוטובוס,חולון,חניון חולון/תחנת מוצא,תל אביב יפו,קריית חינוך,43,19.254,06:00:00,07:00:59,61,67,6,18.9,17.2,58614711
05/01/2024,שישי,06:00,171,מסוף אזורי חן-תל אביב יפו<->חניון אגד/דן שומרון-חולון-1#,9872,1,#,אגד,אוטובוס,תל אביב יפו,מסוף אזורי חן,חולון,חניון אגד/דן שומרון,41,18.291,06:00:00,06:52:59,53,65,12,20.7,16.9,58614715
05/01/2024,שישי,06:00,173,ת. מרכזית רשל''צ/רציפים-ראשון לציון<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-1#,9874,1,#,אגד,אוטובוס,ראשון לציון,ת. מרכזית רשל''צ/רציפים,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,37,18.857,06:00:00,06:49:59,50,59,9,22.6,19.2,58614716
05/01/2024,שישי,06:00,271,מסוף קריית שרת-חולון<->קלצ'קין-תל אביב יפו-2#,9880,2,#,אגד,אוטובוס,חולון,מסוף קריית שרת,תל אביב יפו,קלצ'קין,40,17.087,06:00:00,06:47:59,48,61,13,21.4,16.8,58614718
05/01/2024,שישי,06:00,111,ת. רכבת תל אביב- סבידור/רציפים A-תל אביב יפו<->שדרות החשמונאים/לב העיר-מודיעין מכבים רעות-20,11179,2,0,קווים,אוטובוס,תל אביב יפו,ת. רכבת תל אביב- סבידור/רציפים A,מודיעין מכבים רעות,שדרות החשמונאים/לב העיר,21,33.336,06:00:00,06:41:59,42,49,7,47.6,40.8,58614722
05/01/2024,שישי,06:00,111,ת. מרכזית מודיעין מכבים רעות-מודיעין מכבים רעות<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-10,11178,1,0,קווים,אוטובוס,מודיעין מכבים רעות,ת. מרכזית מודיעין מכבים רעות,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,16,32.937,06:00:00,06:41:01,41,48,7,48.2,41.2,58614723
05/01/2024,שישי,06:00,125,קריית חינוך-תל אביב יפו<->ת.רק''ל הקוממיות/דרך בגין-בת ים-10,2961,1,0,דן,אוטובוס,תל אביב יפו,קריית חינוך,בת ים,ת.רק''ל הקוממיות/דרך בגין,57,19.872,06:00:00,07:05:59,66,80,14,18.1,14.9,58614751
05/01/2024,שישי,06:00,125,ת.רק''ל הקוממיות/דרך בגין-בת ים<->קריית חינוך-תל אביב יפו-20,2963,2,0,דן,אוטובוס,בת ים,ת.רק''ל הקוממיות/דרך בגין,תל אביב יפו,קריית חינוך,57,19.918,06:00:00,07:06:38,67,60,-7,17.8,19.9,58614752
05/01/2024,שישי,06:00,138,ת.רכבת תל אביב - סבידור/רציפים C-תל אביב יפו<->ת. מרכזית פ''ת/הורדה-פתח תקווה-20,20850,2,0,דן,אוטובוס,תל אביב יפו,ת.רכבת תל אביב - סבידור/רציפים C,פתח תקווה,ת. מרכזית פ''ת/הורדה,39,12.587,06:00:00,06:40:21,40,51,11,18.9,14.8,58614756
05/01/2024,שישי,06:00,138,ת. מרכזית פ''ת/רציפים-פתח תקווה<->ת. רכבת תל אביב - סבידור/הורדה-תל אביב יפו-10,20849,1,0,דן,אוטובוס,פתח תקווה,ת. מרכזית פ''ת/רציפים,תל אביב יפו,ת. רכבת תל אביב - סבידור/הורדה,32,12.258,06:00:00,06:38:59,39,45,6,18.9,16.3,58614757
05/01/2024,שישי,06:00,141,מסוף יהוד/עליה-יהוד מונוסון<->מסוף הלוחמים/משרד הרישוי-תל אביב יפו-10,29265,1,0,דן,אוטובוס,יהוד מונוסון,מסוף יהוד/עליה,תל אביב יפו,מסוף הלוחמים/משרד הרישוי,52,21.888,06:00:00,06:57:45,58,64,6,22.6,20.5,58614763
05/01/2024,שישי,06:00,567,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->תחנה מרכזית כפ''ס/הורדה-כפר סבא-2#,5252,2,#,מטרופולין,אוטובוס,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,כפר סבא,תחנה מרכזית כפ''ס/הורדה,26,21.012,06:00:00,06:40:58,41,58,17,30.7,21.7,58614764
05/01/2024,שישי,06:00,567,תחנה מרכזית כפ''ס/רציפים-כפר סבא<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,5250,1,#,מטרופולין,אוטובוס,כפר סבא,תחנה מרכזית כפ''ס/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,24,21.08,06:00:00,06:43:16,43,37,-6,29.4,34.2,58614765
05/01/2024,שישי,06:00,74,מסוף רדינג/רציפים-תל אביב יפו<->ת. רכבת הראשונים-ראשון לציון-1#,25570,1,#,אגד,אוטובוס,תל אביב יפו,מסוף רדינג/רציפים,ראשון לציון,ת. רכבת הראשונים,38,19.805,06:00:00,06:49:59,50,60,10,23.8,19.8,58614785
05/01/2024,שישי,06:00,900,ת. מרכזית חוף הכרמל/רציפים בינעירוני-חיפה<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-2#,19733,2,#,אגד,אוטובוס,חיפה,ת. מרכזית חוף הכרמל/רציפים בינעירוני,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,12,84.107,06:00:00,07:22:58,83,73,-10,60.8,69.1,58614798
05/01/2024,שישי,06:00,149,איזור התעשיה כפר סבא-כפר סבא<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,7716,1,#,מטרופולין,אוטובוס,כפר סבא,איזור התעשיה כפר סבא,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,40,30.137,06:00:00,06:56:59,57,65,8,31.7,27.8,58614801
