date,day,hour_rounded,line_num,line_name,route_id,direction,alternative,agency_name,route_type,origin_city,origin_station,destination_city,destination_station,number_of_stops,route_length_km,departure_time_planned,arrival_time_planned,duration_min_planned,duration_min_actual,duration_difference_min,speed_kmh_planned,speed_kmh_actual,SIRI_id
2024-01-05,Friday,6,24,מסוף כרמלית/הכרמל-תל אביב יפו<->מסוף קדמה-רמת השרון-1#,22825,1,#,Metropolin,bus,תל אביב יפו,מסוף כרמלית/הכרמל,רמת השרון,מסוף קדמה,56,19.678,06:10:00,07:16:59,67,71.0,4.0,17.6,16.6,58616146
2024-01-05,Friday,6,5,משרד הרישוי/הלוחמים-חולון<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-20,2261,2,0,Dan,bus,חולון,משרד הרישוי/הלוחמים,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,34,11.329,06:12:00,06:53:59,42,63.0,21.0,16.2,10.8,58616151
2024-01-05,Friday,6,4,מסוף הטייסים-תל אביב יפו<->מסוף רדינג/הורדה-תל אביב יפו-20,2256,2,0,Dan,bus,תל אביב יפו,מסוף הטייסים,תל אביב יפו,מסוף רדינג/הורדה,34,10.239,06:12:00,06:48:34,37,52.0,15.0,16.6,11.8,58616152
2024-01-05,Friday,6,4,מסוף רדינג/רציפים-תל אביב יפו<->מסוף הטייסים-תל אביב יפו-10,2255,1,0,Dan,bus,תל אביב יפו,מסוף רדינג/רציפים,תל אביב יפו,מסוף הטייסים,33,10.605,06:12:00,06:48:59,37,52.0,15.0,17.2,12.2,58616153
2024-01-05,Friday,6,39,מסוף עמידר-רמת גן<->מסוף רדינג/הורדה-תל אביב יפו-20,9780,2,0,Dan,bus,רמת גן,מסוף עמידר,תל אביב יפו,מסוף רדינג/הורדה,36,11.701,06:02:00,06:42:59,41,49.0,8.0,17.1,14.3,58616154
2024-01-05,Friday,6,82,הכובשים/דניאל-תל אביב יפו<->בית רבקה-פתח תקווה-20,2567,2,0,Dan,bus,תל אביב יפו,הכובשים/דניאל,פתח תקווה,בית רבקה,44,15.191,06:05:00,06:52:59,48,60.0,12.0,19.0,15.2,58616170
2024-01-05,Friday,6,36,מסוף רדינג/רציפים-תל אביב יפו<->החרושת/מסוף אור יהודה-אור יהודה-10,960,1,0,Kavim,bus,תל אביב יפו,מסוף רדינג/רציפים,אור יהודה,החרושת/מסוף אור יהודה,42,15.728,06:12:00,07:01:59,50,58.0,8.0,18.9,16.3,58616179
2024-01-05,Friday,6,68,מסוף קרית אונו-קרית אונו<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-20,989,2,0,Metropolin,bus,קרית אונו,מסוף קרית אונו,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,39,18.759,06:12:00,07:01:58,50,74.0,24.0,22.5,15.2,58616180
2024-01-05,Friday,6,601,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ת. רכבת נתניה-נתניה-2#,700,2,#,Metropolin,bus,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,נתניה,ת. רכבת נתניה,45,33.224,06:00:00,07:05:59,66,70.0,4.0,30.2,28.5,58616192
2024-01-05,Friday,6,370,ת.מרכזית באר שבע/רציפים בינעירוני-באר שבע<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-2#,8171,2,#,Metropolin,bus,באר שבע,ת.מרכזית באר שבע/רציפים בינעירוני,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,5,91.514,06:12:00,07:32:34,81,77.0,-4.0,67.8,71.3,58616194
2024-01-05,Friday,6,63,מסוף אלוף שדה-רמת גן<->מסוף כרמלית/הורדה-תל אביב יפו-20,2519,2,0,Dan,bus,רמת גן,מסוף אלוף שדה,תל אביב יפו,מסוף כרמלית/הורדה,33,11.318,06:08:00,06:48:59,41,53.0,12.0,16.6,12.8,58616202
2024-01-05,Friday,6,2,פרופ' ישעיהו ליבוביץ'/הרב יעקב טראב-תל אביב יפו<->משמר הירדן/טורקוב-תל אביב יפו-20,27082,2,0,Dan,bus,תל אביב יפו,פרופ' ישעיהו ליבוביץ'/הרב יעקב טראב,תל אביב יפו,משמר הירדן/טורקוב,51,17.727,06:05:00,07:03:59,59,68.0,9.0,18.0,15.6,58616204
2024-01-05,Friday,6,60,מסוף עמידר-רמת גן<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-20,2509,2,0,Dan,bus,רמת גן,מסוף עמידר,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,23,8.623,06:11:00,06:40:20,29,39.0,10.0,17.8,13.3,58616230
2024-01-05,Friday,6,61,הכובשים/דניאל-תל אביב יפו<->מסוף עמידר-רמת גן-10,2510,1,0,Dan,bus,תל אביב יפו,הכובשים/דניאל,רמת גן,מסוף עמידר,38,11.718,06:14:00,06:53:26,39,60.0,21.0,18.0,11.7,58616231
2024-01-05,Friday,6,61,מסוף עמידר-רמת גן<->מסוף כרמלית/הורדה-תל אביב יפו-20,2512,2,0,Dan,bus,רמת גן,מסוף עמידר,תל אביב יפו,מסוף כרמלית/הורדה,35,11.29,06:14:00,06:53:59,40,55.0,15.0,16.9,12.3,58616232
2024-01-05,Friday,6,19,מסוף כרמלית/הכרמל-תל אביב יפו<->מסוף אבי האסירים-ראשון לציון-20,2342,2,0,Dan,bus,תל אביב יפו,מסוף כרמלית/הכרמל,ראשון לציון,מסוף אבי האסירים,41,16.935,06:15:00,07:11:59,57,60.0,3.0,17.8,16.9,58616253
2024-01-05,Friday,6,23,מסוף כרמלית-תל אביב יפו<->מסוף כורזין-גבעתיים-10,2358,1,0,Dan,bus,תל אביב יפו,מסוף כרמלית,גבעתיים,מסוף כורזין,26,7.488,06:15:00,06:48:40,34,43.0,9.0,13.2,10.4,58616254
2024-01-05,Friday,6,16,מסוף כרמלית-תל אביב יפו<->בי''ח שיב''א/שדרות אהרון קציר-רמת גן-10,2323,1,0,Dan,bus,תל אביב יפו,מסוף כרמלית,רמת גן,בי''ח שיב''א/שדרות אהרון קציר,44,12.966,06:15:00,07:03:59,49,58.0,9.0,15.9,13.4,58616255
2024-01-05,Friday,6,25,מסוף אונברסיטת ת''א-תל אביב יפו<->חניון אגד/דן שומרון-חולון-10,2369,1,0,Dan,bus,תל אביב יפו,מסוף אונברסיטת ת''א,חולון,חניון אגד/דן שומרון,62,20.05,06:14:00,07:22:59,69,79.0,10.0,17.4,15.2,58616257
2024-01-05,Friday,6,172,חניון תמנע-חולון<->מסוף רדינג/הורדה-תל אביב יפו-20,9809,2,0,Dan,bus,חולון,חניון תמנע,תל אביב יפו,מסוף רדינג/הורדה,55,16.963,06:15:00,07:15:11,60,75.0,15.0,17.0,13.6,58616259
2024-01-05,Friday,6,88,מסוף קריית שרת-חולון<->יוסף לוי/הכובשים-תל אביב יפו-2#,9857,2,#,Egged,bus,חולון,מסוף קריית שרת,תל אביב יפו,יוסף לוי/הכובשים,47,13.428,06:10:00,06:58:53,49,55.0,6.0,16.4,14.6,58616260
2024-01-05,Friday,6,125,קריית חינוך-תל אביב יפו<->ת.רק''ל הקוממיות/דרך בגין-בת ים-10,2961,1,0,Dan,bus,תל אביב יפו,קריית חינוך,בת ים,ת.רק''ל הקוממיות/דרך בגין,57,19.872,06:15:00,07:20:59,66,77.0,11.0,18.1,15.5,58616266
2024-01-05,Friday,6,632,קידמה/התמדה-חריש<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-10,25724,1,0,Kavim,bus,חריש,קידמה/התמדה,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,56,68.615,06:15:00,08:05:59,111,6.0,-105.0,37.1,686.1,58616271
2024-01-05,Friday,6,48,דפנה/התדהר-רעננה<->מסוף כרמלית/הכרמל-תל אביב יפו-1#,7701,1,#,Metropolin,bus,רעננה,דפנה/התדהר,תל אביב יפו,מסוף כרמלית/הכרמל,63,24.094,06:10:00,07:27:59,78,90.0,12.0,18.5,16.1,58616277
2024-01-05,Friday,6,283,ת.מרכזית תל אביב קומה 7/רציפים-תל אביב יפו<->אליהו הנביא/מרים הנביאה-ראש העין-20,18253,2,0,Electra_Afikim,bus,תל אביב יפו,ת.מרכזית תל אביב קומה 7/רציפים,ראש העין,אליהו הנביא/מרים הנביאה,32,31.439,06:15:00,07:09:59,55,44.0,-11.0,34.3,42.9,58616287
2024-01-05,Friday,6,405,ת. מרכזית ירושלים קומה 3/רציפים-ירושלים<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-3#,6941,3,#,Egged,bus,ירושלים,ת. מרכזית ירושלים קומה 3/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,4,51.238,06:15:00,07:03:59,49,58.0,9.0,62.7,53.0,58616291
2024-01-05,Friday,6,7,מסוף עתידים-תל אביב יפו<->בי''ח שיב''א/שדרות אהרון קציר-רמת גן-10,2278,1,0,Dan,bus,תל אביב יפו,מסוף עתידים,רמת גן,בי''ח שיב''א/שדרות אהרון קציר,51,14.727,06:10:00,07:01:59,52,89.0,37.0,17.0,9.9,58616306
2024-01-05,Friday,6,320,ת. מרכזית אשדוד/רציפים-אשדוד<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,68,1,#,Electra_Afikim,bus,אשדוד,ת. מרכזית אשדוד/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,19,36.766,06:15:00,07:03:59,49,50.0,1.0,45.0,44.1,58616310
2024-01-05,Friday,6,72,חניון אגד/חורשת היובל-חולון<->ת. רכבת אוניברסיטה/הורדה-תל אביב יפו-20,9783,2,0,Dan,bus,חולון,חניון אגד/חורשת היובל,תל אביב יפו,ת. רכבת אוניברסיטה/הורדה,41,14.753,06:15:00,07:02:59,48,62.0,14.0,18.4,14.3,58616314
2024-01-05,Friday,6,606,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ת. רכבת נתניה-נתניה-2#,721,2,#,Metropolin,bus,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,נתניה,ת. רכבת נתניה,54,37.728,06:00:00,07:14:25,74,75.0,1.0,30.6,30.2,58616321
2024-01-05,Friday,6,28,מסוף קרית אונו-קרית אונו<->מסוף גולדה/הורדה-תל אביב יפו-20,27304,2,0,Dan,bus,קרית אונו,מסוף קרית אונו,תל אביב יפו,מסוף גולדה/הורדה,50,15.108,06:15:00,07:02:03,47,74.0,27.0,19.3,12.2,58616334
2024-01-05,Friday,6,300,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ת.מרכזית אשקלון/הורדה-אשקלון-1#,7393,1,#,Egged,bus,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,אשקלון,ת.מרכזית אשקלון/הורדה,18,53.817,06:15:00,07:10:59,56,60.0,4.0,57.7,53.8,58616362
2024-01-05,Friday,6,70,ת.רכבת תל אביב - סבידור/רציפים C-תל אביב יפו<->בי''ח שיב''א/שדרות אהרון קציר-רמת גן-10,2542,1,0,Dan,bus,תל אביב יפו,ת.רכבת תל אביב - סבידור/רציפים C,רמת גן,בי''ח שיב''א/שדרות אהרון קציר,19,9.753,06:15:00,06:35:59,21,26.0,5.0,27.9,22.5,58616371
2024-01-05,Friday,6,66,הכובשים/דניאל-תל אביב יפו<->ת. מרכזית פ''ת/הורדה-פתח תקווה-20,2533,2,0,Dan,bus,תל אביב יפו,הכובשים/דניאל,פתח תקווה,ת. מרכזית פ''ת/הורדה,43,15.787,06:15:00,07:08:20,53,61.0,8.0,17.9,15.5,58616372
2024-01-05,Friday,6,82,בית רבקה-פתח תקווה<->מסוף כרמלית/הורדה-תל אביב יפו-10,2566,1,0,Dan,bus,פתח תקווה,בית רבקה,תל אביב יפו,מסוף כרמלית/הורדה,42,15.539,06:15:00,07:02:59,48,59.0,11.0,19.4,15.8,58616374
2024-01-05,Friday,6,31,מסוף כרמלית-תל אביב יפו<->יוסף לוי/הכובשים-תל אביב יפו-12,2417,1,2,Dan,bus,תל אביב יפו,מסוף כרמלית,תל אביב יפו,יוסף לוי/הכובשים,62,22.25,06:15:00,07:38:59,84,104.0,20.0,15.9,12.8,58616396
2024-01-05,Friday,6,41,ת. מרכזית פ''ת/רציפים-פתח תקווה<->מסוף הלוחמים/משרד הרישוי-תל אביב יפו-10,2451,1,0,Dan,bus,פתח תקווה,ת. מרכזית פ''ת/רציפים,תל אביב יפו,מסוף הלוחמים/משרד הרישוי,60,24.124,06:15:00,07:20:59,66,74.0,8.0,21.9,19.6,58616398
2024-01-05,Friday,6,266,מסוף עתידים-תל אביב יפו<->בית רבקה-פתח תקווה-20,16216,2,0,Dan,bus,תל אביב יפו,מסוף עתידים,פתח תקווה,בית רבקה,37,13.723,06:15:00,06:53:59,39,64.0,25.0,21.1,12.9,58616399
2024-01-05,Friday,6,51,ת. מרכזית פ''ת/רציפים-פתח תקווה<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-10,2489,1,0,Dan,bus,פתח תקווה,ת. מרכזית פ''ת/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,39,14.477,06:15:00,07:00:26,45,50.0,5.0,19.3,17.4,58616402
2024-01-05,Friday,6,55,מסוף רדינג/רציפים-תל אביב יפו<->מסוף קרית אונו-קרית אונו-10,974,1,0,Metropolin,bus,תל אביב יפו,מסוף רדינג/רציפים,קרית אונו,מסוף קרית אונו,53,17.077,06:15:00,07:12:08,57,73.0,16.0,18.0,14.0,58616411
2024-01-05,Friday,6,55,מסוף קרית אונו-קרית אונו<->מסוף רדינג/הורדה-תל אביב יפו-20,976,2,0,Metropolin,bus,קרית אונו,מסוף קרית אונו,תל אביב יפו,מסוף רדינג/הורדה,49,17.256,06:15:00,07:12:54,58,87.0,29.0,17.9,11.9,58616412
2024-01-05,Friday,6,69,בי''ח שיב''א/שדרות אהרון קציר-רמת גן<->ת. רכבת תל אביב - סבידור/הורדה-תל אביב יפו-20,993,2,0,Kavim,bus,רמת גן,בי''ח שיב''א/שדרות אהרון קציר,תל אביב יפו,ת. רכבת תל אביב - סבידור/הורדה,33,12.468,06:15:00,06:47:59,33,42.0,9.0,22.7,17.8,58616414
2024-01-05,Friday,6,909,ת. מרכזית נהריה/רציפים-נהריה<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-2נ,7188,2,נ,Egged,bus,נהריה,ת. מרכזית נהריה/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,19,111.945,06:15:00,08:23:13,128,130.0,2.0,52.5,51.7,58616415
2024-01-05,Friday,6,910,ת. מרכזית חוף הכרמל/רציפים בינעירוני-חיפה<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-2#,7192,2,#,Egged,bus,חיפה,ת. מרכזית חוף הכרמל/רציפים בינעירוני,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,22,84.623,06:15:00,07:45:08,90,81.0,-9.0,56.4,62.7,58616416
2024-01-05,Friday,6,172,מסוף רדינג/רציפים-תל אביב יפו<->חניון תמנע-חולון-10,9808,1,0,Dan,bus,תל אביב יפו,מסוף רדינג/רציפים,חולון,חניון תמנע,53,17.211,06:16:00,07:14:59,59,68.0,9.0,17.5,15.2,58616424
2024-01-05,Friday,6,271,מסוף אונברסיטת ת''א-תל אביב יפו<->שדרות ירושלים/מפרץ שלמה-חולון-1#,9877,1,#,Egged,bus,תל אביב יפו,מסוף אונברסיטת ת''א,חולון,שדרות ירושלים/מפרץ שלמה,41,16.841,06:15:00,07:01:59,47,64.0,17.0,21.5,15.8,58616430
2024-01-05,Friday,6,501,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->מסוף רעננה/דרך השרון-רעננה-2#,5193,2,#,Metropolin,bus,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,רעננה,מסוף רעננה/דרך השרון,41,22.151,06:15:00,07:12:23,57,69.0,12.0,23.3,19.3,58616436
2024-01-05,Friday,6,48,מסוף כרמלית/הכרמל-תל אביב יפו<->דפנה/התדהר-רעננה-2#,7704,2,#,Metropolin,bus,תל אביב יפו,מסוף כרמלית/הכרמל,רעננה,דפנה/התדהר,60,23.815,06:15:00,07:34:58,80,92.0,12.0,17.9,15.5,58616451
2024-01-05,Friday,6,47,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->מסוף רעננה/הפנינה-רעננה-2#,7700,2,#,Metropolin,bus,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,רעננה,מסוף רעננה/הפנינה,44,20.971,06:15:00,07:19:30,64,40.0,-24.0,19.7,31.5,58616452
2024-01-05,Friday,6,193,ת. רכבת הראשונים-ראשון לציון<->מסוף רדינג/הורדה-תל אביב יפו-2#,25435,2,#,Egged,bus,ראשון לציון,ת. רכבת הראשונים,תל אביב יפו,מסוף רדינג/הורדה,35,23.169,06:15:00,07:06:59,52,65.0,13.0,26.7,21.4,58616455
2024-01-05,Friday,6,605,ת. מרכזית נתניה/רציפים-נתניה<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,711,1,#,Metropolin,bus,נתניה,ת. מרכזית נתניה/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,33,31.636,06:15:00,07:14:29,59,62.0,3.0,32.2,30.6,58616502
2024-01-05,Friday,6,369,ת.מרכזית באר שבע/רציפים בינעירוני-באר שבע<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-2#,8162,2,#,Metropolin,bus,באר שבע,ת.מרכזית באר שבע/רציפים בינעירוני,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,34,102.976,06:15:00,08:10:01,115,122.0,7.0,53.7,50.6,58616504
2024-01-05,Friday,6,369,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ת.מרכזית באר שבע/הורדה-באר שבע-1#,8151,1,#,Metropolin,bus,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,באר שבע,ת.מרכזית באר שבע/הורדה,35,102.691,06:15:00,08:23:59,129,123.0,-6.0,47.8,50.1,58616509
2024-01-05,Friday,6,2,תחנות מוניות תל אביב איצטדיון בני יהודה-תל אביב יפו<->תחנת מוניות תל אביב הירקון-תל אביב יפו-1#,26002,1,#,,Service_taxi,תל אביב יפו,תחנות מוניות תל אביב איצטדיון בני יהודה,תל אביב יפו,תחנת מוניות תל אביב הירקון,3,3.216,06:00:00,06:23:59,24,21.0,-3.0,8.0,9.2,58616515
2024-01-05,Friday,6,63,מסוף אלוף שדה-רמת גן<->מסוף כרמלית/הורדה-תל אביב יפו-20,2519,2,0,Dan,bus,רמת גן,מסוף אלוף שדה,תל אביב יפו,מסוף כרמלית/הורדה,33,11.318,06:16:00,06:56:59,41,52.0,11.0,16.6,13.1,58616529
2024-01-05,Friday,6,6א,ת. רכבת אוניברסיטה/איסוף-תל אביב יפו<->מסוף עתידים-תל אביב יפו-21,24047,2,1,Metropolin,bus,תל אביב יפו,ת. רכבת אוניברסיטה/איסוף,תל אביב יפו,מסוף עתידים,42,12.829,06:00:00,06:48:59,49,28.0,-21.0,15.7,27.5,58616589
2024-01-05,Friday,6,4,מסוף הטייסים-תל אביב יפו<->מסוף רדינג/הורדה-תל אביב יפו-20,2256,2,0,Dan,bus,תל אביב יפו,מסוף הטייסים,תל אביב יפו,מסוף רדינג/הורדה,34,10.239,06:18:00,06:54:34,37,45.0,8.0,16.6,13.7,58616594
2024-01-05,Friday,6,5,ת. רכבת תל אביב סבידור/על פרשת דרכים-תל אביב יפו<->מסוף הלוחמים/משרד הרישוי-תל אביב יפו-10,2259,1,0,Dan,bus,תל אביב יפו,ת. רכבת תל אביב סבידור/על פרשת דרכים,תל אביב יפו,מסוף הלוחמים/משרד הרישוי,35,10.959,06:18:00,07:03:04,45,74.0,29.0,14.6,8.9,58616595
2024-01-05,Friday,6,4,מסוף רדינג/רציפים-תל אביב יפו<->מסוף הטייסים-תל אביב יפו-10,2255,1,0,Dan,bus,תל אביב יפו,מסוף רדינג/רציפים,תל אביב יפו,מסוף הטייסים,33,10.605,06:18:00,06:54:59,37,48.0,11.0,17.2,13.3,58616596
2024-01-05,Friday,6,301,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ת.מרכזית אשקלון/הורדה-אשקלון-1#,7396,1,#,Egged,bus,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,אשקלון,ת.מרכזית אשקלון/הורדה,69,63.5,06:15:00,08:03:13,108,122.0,14.0,35.3,31.2,58616610
2024-01-05,Friday,6,48,מסוף כרמלית/הכרמל-תל אביב יפו<->דפנה/התדהר-רעננה-2#,7704,2,#,Metropolin,bus,תל אביב יפו,מסוף כרמלית/הכרמל,רעננה,דפנה/התדהר,60,23.815,06:15:00,07:34:58,80,397.0,317.0,17.9,3.6,58616619
2024-01-05,Friday,6,33,איצטדיון וינטר-רמת גן<->מסוף רדינג/הורדה-תל אביב יפו-20,9776,2,0,Dan,bus,רמת גן,איצטדיון וינטר,תל אביב יפו,מסוף רדינג/הורדה,41,14.839,06:15:00,07:11:00,56,41.0,-15.0,15.9,21.7,58616636
2024-01-05,Friday,6,451,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ת. מרכזית רמלה/הורדה-רמלה-20,11934,2,0,Kavim,bus,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,רמלה,ת. מרכזית רמלה/הורדה,29,19.769,06:15:00,06:50:59,36,43.0,7.0,32.9,27.6,58616639
2024-01-05,Friday,6,57,איצטדיון וינטר-רמת גן<->ת. רכבת אוניברסיטה/הורדה-תל אביב יפו-20,2504,2,0,Dan,bus,רמת גן,איצטדיון וינטר,תל אביב יפו,ת. רכבת אוניברסיטה/הורדה,37,12.194,06:15:00,07:01:03,46,55.0,9.0,15.9,13.3,58616650
2024-01-05,Friday,6,63,הכובשים/דניאל-תל אביב יפו<->מסוף אלוף שדה-רמת גן-10,2517,1,0,Dan,bus,תל אביב יפו,הכובשים/דניאל,רמת גן,מסוף אלוף שדה,31,10.573,06:19:00,07:00:59,42,61.0,19.0,15.1,10.4,58616651
2024-01-05,Friday,6,104,מסוף כרמלית-תל אביב יפו<->בי''ח שיב''א/שדרות אהרון קציר-רמת גן-10,9791,1,0,Dan,bus,תל אביב יפו,מסוף כרמלית,רמת גן,בי''ח שיב''א/שדרות אהרון קציר,37,12.102,06:15:00,07:00:16,45,46.0,1.0,16.1,15.8,58616675
2024-01-05,Friday,6,19,מסוף אבי האסירים-ראשון לציון<->מסוף כרמלית/הורדה-תל אביב יפו-10,2340,1,0,Dan,bus,ראשון לציון,מסוף אבי האסירים,תל אביב יפו,מסוף כרמלית/הורדה,46,17.556,06:20:00,07:18:59,59,66.0,7.0,17.9,16.0,58616676
2024-01-05,Friday,6,18,ת.רכבת תל אביב - סבידור/רציפים C-תל אביב יפו<->מסוף בית העלמין/הורדה-בת ים-10,2328,1,0,Dan,bus,תל אביב יפו,ת.רכבת תל אביב - סבידור/רציפים C,בת ים,מסוף בית העלמין/הורדה,44,13.55,06:20:00,07:04:40,45,66.0,21.0,18.1,12.3,58616678
2024-01-05,Friday,6,18,מסוף בית העלמין/איסוף-בת ים<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-20,2332,2,0,Dan,bus,בת ים,מסוף בית העלמין/איסוף,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,42,13.175,06:20:00,07:05:56,46,64.0,18.0,17.2,12.4,58616679
2024-01-05,Friday,6,189,מסוף עתידים-תל אביב יפו<->שדרות ירושלים/מפרץ שלמה-חולון-10,9811,1,0,Dan,bus,תל אביב יפו,מסוף עתידים,חולון,שדרות ירושלים/מפרץ שלמה,52,21.354,06:20:00,07:27:19,67,92.0,25.0,19.1,13.9,58616681
2024-01-05,Friday,6,189,מסוף קריית שרת-חולון<->מסוף עתידים-תל אביב יפו-20,9813,2,0,Dan,bus,חולון,מסוף קריית שרת,תל אביב יפו,מסוף עתידים,56,21.341,06:20:00,07:27:53,68,84.0,16.0,18.8,15.2,58616683
2024-01-05,Friday,6,142,מסוף עתידים-תל אביב יפו<->מסוף בית העלמין/הורדה-בת ים-10,9802,1,0,Dan,bus,תל אביב יפו,מסוף עתידים,בת ים,מסוף בית העלמין/הורדה,54,18.168,06:15:00,07:14:36,60,76.0,16.0,18.2,14.3,58616686
2024-01-05,Friday,6,142,מסוף בית העלמין/איסוף-בת ים<->מסוף עתידים-תל אביב יפו-20,9803,2,0,Dan,bus,בת ים,מסוף בית העלמין/איסוף,תל אביב יפו,מסוף עתידים,56,18.498,06:20:00,07:20:59,61,85.0,24.0,18.2,13.1,58616687
2024-01-05,Friday,6,161,הכובשים/דניאל-תל אביב יפו<->קהילות יעקב/רבי יוסף צבי רימון-בני ברק-10,9806,1,0,Dan,bus,תל אביב יפו,הכובשים/דניאל,בני ברק,קהילות יעקב/רבי יוסף צבי רימון,37,11.119,06:20:00,06:57:00,37,52.0,15.0,18.0,12.8,58616689
2024-01-05,Friday,6,53,קהילות יעקב/רבי יוסף צבי רימון-בני ברק<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-20,25958,2,0,Dan,bus,בני ברק,קהילות יעקב/רבי יוסף צבי רימון,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,26,9.682,06:20:00,06:52:33,33,49.0,16.0,17.6,11.9,58616693
2024-01-05,Friday,6,111,ת. רכבת תל אביב- סבידור/רציפים A-תל אביב יפו<->שדרות החשמונאים/לב העיר-מודיעין מכבים רעות-20,11179,2,0,Kavim,bus,תל אביב יפו,ת. רכבת תל אביב- סבידור/רציפים A,מודיעין מכבים רעות,שדרות החשמונאים/לב העיר,21,33.336,06:20:00,07:01:59,42,53.0,11.0,47.6,37.7,58616694
2024-01-05,Friday,6,111,ת. מרכזית מודיעין מכבים רעות-מודיעין מכבים רעות<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-10,11178,1,0,Kavim,bus,מודיעין מכבים רעות,ת. מרכזית מודיעין מכבים רעות,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,16,32.937,06:20:00,07:01:01,41,53.0,12.0,48.2,37.3,58616695
2024-01-05,Friday,6,13,בי''ח וולפסון-חולון<->בית ברבור/דרך ההגנה-תל אביב יפו-2#,36504,2,#,Metropolin,bus,חולון,בי''ח וולפסון,תל אביב יפו,בית ברבור/דרך ההגנה,44,12.751,06:15:00,07:11:59,57,52.0,-5.0,13.4,14.7,58616698
2024-01-05,Friday,6,23,מסוף כורזין-גבעתיים<->מסוף כרמלית/הורדה-תל אביב יפו-20,24224,2,0,Dan,bus,גבעתיים,מסוף כורזין,תל אביב יפו,מסוף כרמלית/הורדה,22,7.32,06:20:00,06:51:59,32,42.0,10.0,13.7,10.5,58616712
2024-01-05,Friday,6,166,ת.רכבת תל אביב - סבידור/רציפים C-תל אביב יפו<->דרך מנחם בגין/קופת חולים-פתח תקווה-20,2739,2,0,Dan,bus,תל אביב יפו,ת.רכבת תל אביב - סבידור/רציפים C,פתח תקווה,דרך מנחם בגין/קופת חולים,34,18.462,06:20:00,07:04:59,45,48.0,3.0,24.6,23.1,58616719
2024-01-05,Friday,6,186,ת.מרכזית תל אביב קומה 7/רציפים-תל אביב יפו<->אוניברסיטת אריאל/כביש 31-אריאל-2#,9253,2,#,Tnufa,bus,תל אביב יפו,ת.מרכזית תל אביב קומה 7/רציפים,אריאל,אוניברסיטת אריאל/כביש 31,67,50.199,06:20:00,07:56:46,97,111.0,14.0,31.1,27.1,58616730
